Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Position ,Area ,Well ,Parent Object ID (Well),Parent Trace ID,R01,strain
31345,1.052717,2188720.0,2190.9109,2944080.0,2947.0271,57128600.0,57185.785,1,999,19,18,-1,1,2
31506,1.0546021,2141680.0,2259.156,2819632.0,2974.2954,57415424.0,60564.793,1,948,19,18,-1,1,2
33979,1.0701367,1309952.0,2220.2576,1740768.1,2950.4543,32779292.0,55558.121,1,590,20,19,-1,1,2
30380,1.0292936,2559296.0,2198.708,4244480.0,3646.4604,68272248.0,58653.137,1,1164,19,18,-1,1,2
34208,1.0269969,3222912.0,1982.1107,3701088.0,2276.1919,91435712.0,56233.527,1,1626,20,19,-1,1,2
33833,1.0700949,2498608.0,1798.8539,2631056.0,1894.2087,82917120.0,59695.551,1,1389,20,19,-1,1,2
28400,1.0621,1645616.0,2057.02,2165696.0,2707.1201,43812248.0,54765.309,1,800,18,17,-1,1,2
32053,1.1341636,1394416.0,1986.3475,1923392.1,2739.8748,40672260.0,57937.691,1,702,19,18,-1,1,2
32809,1.074309,1354319.9,2272.3489,1733216.0,2908.0806,31769590.0,53304.68,1,596,20,19,-1,1,2
30583,1.0341945,3730752.0,2147.8135,5367424.0,3090.0542,100838600.0,58053.312,1,1737,19,18,-1,1,2
29176,1.0591774,1958800.0,1719.7542,2206912.0,1937.5874,67022672.0,58843.434,1,1139,18,17,-1,1,2
34184,1.0951152,1790608.0,2094.2783,2381600.0,2785.4971,49352360.0,57722.059,1,855,20,19,-1,1,2
34096,1.0603033,940352.0,1822.3876,959056.0,1858.6356,31739386.0,61510.437,1,516,20,19,-1,1,2
32749,1.0380585,1965968.0,2020.5221,2549344.0,2620.0864,54450292.0,55961.246,1,973,20,19,-1,1,2
30700,1.0547769,3048672.0,1864.6312,3559759.8,2177.2231,99949744.0,61131.34,1,1635,19,18,-1,1,2
32378,1.0222065,3096032.0,1987.1836,4423408.0,2839.158,89676376.0,57558.648,1,1558,20,19,-1,1,2
33982,1.1017213,2944160.0,1973.2976,3746688.0,2511.1851,83799256.0,56165.719,1,1492,20,19,-1,1,2
31862,1.038189,2299616.0,2094.3679,2807808.0,2557.2021,68185584.0,62099.805,1,1098,19,18,-1,1,2
31567,1.0542506,770432.0,1935.7588,1205824.0,3029.7085,24211844.0,60833.781,1,398,19,18,-1,1,2
30882,1.0517451,2745312.2,2115.0325,3196352.0,2462.5208,74652744.0,57513.672,1,1298,19,18,-1,1,2
29187,1.1377897,2105840.0,2148.8164,2605312.0,2658.4817,51180320.0,52224.816,1,980,18,17,-1,1,2
32616,1.0638447,1066384.0,1904.2572,1237248.0,2209.3713,32117550.0,57352.77,1,560,20,19,-1,1,2
29828,1.0436774,1937168.0,2213.9062,2534608.0,2896.6948,53059576.0,60639.516,1,875,18,17,-1,1,2
29845,1.0343324,2498864.0,2294.6409,3341392.0,3068.3123,62653580.0,57533.133,1,1089,18,17,-1,1,2
28497,1.0924673,2490608.0,2312.5422,3009328.0,2794.1765,61901064.0,57475.453,1,1077,18,17,-1,1,2
29635,1.0401584,1442592.0,1763.5599,1508736.0,1844.4205,48224920.0,58954.668,1,818,18,17,-1,1,2
30582,1.0352338,2446703.8,2232.394,3133008.0,2858.584,66014244.0,60231.973,1,1096,19,18,-1,1,2
31613,1.0280387,3125184.0,2024.0829,4004128.0,2593.3472,94547488.0,61235.418,1,1544,19,18,-1,1,2
31621,1.0572199,2472736.0,2205.8306,3300544.0,2944.2854,69282136.0,61803.867,1,1121,19,18,-1,1,2
29413,1.0338918,3455968.0,2100.8923,4800480.0,2918.2249,96632752.0,58743.316,1,1645,18,17,-1,1,2
30925,1.0562559,746240.0,2181.9883,895456.0,2618.2925,20928040.0,61193.098,1,342,19,18,-1,1,2
32867,1.0347885,2314400.0,2083.1682,2795904.0,2516.5652,61594608.0,55440.691,1,1111,20,19,-1,1,2
34220,1.0938591,919824.0,2144.1118,1054048.0,2456.9883,16449103.0,38342.898,1,429,20,19,-1,1,2
29212,1.0291999,1618304.1,2134.9658,1954656.0,2578.7019,43894528.0,57908.348,1,758,18,17,-1,1,2
33655,1.0510276,1195856.0,2507.0356,1223520.0,2565.0315,26517854.0,55592.984,1,477,20,19,-1,1,2
31898,1.0327737,3387056.2,2105.0691,4478784.0,2783.5823,94149808.0,58514.488,1,1609,19,18,-1,1,2
33052,1.1351773,1388672.0,1824.799,1747152.0,2295.8633,42494524.0,55840.375,1,761,20,19,-1,1,2
34145,1.0702573,2080064.0,2182.6484,2409488.0,2528.3191,54019776.0,56683.922,1,953,20,19,-1,1,2
32926,1.0430351,1781232.0,2010.4199,2123632.0,2396.8757,48761156.0,55035.164,1,886,20,19,-1,1,2
28948,1.0095178,2145296.0,1922.3082,2780864.0,2491.8137,66407716.0,59505.121,1,1116,18,17,-1,1,2
28614,1.0462225,2272624.0,2191.5371,3194528.0,3080.5479,59429780.0,57309.336,1,1037,18,17,-1,1,2
32107,1.0679,1914736.0,2097.1917,2356832.0,2581.415,50215200.0,55000.219,1,913,19,18,-1,1,2
29209,1.0550875,1544304.1,2271.0354,1856640.0,2730.353,39093100.0,57489.852,1,680,18,17,-1,1,2
29325,1.0660387,1867999.9,2113.1221,2978752.0,3369.6289,51467000.0,58220.59,1,884,18,17,-1,1,2
29466,1.0600043,1519536.0,1841.8618,1810160.0,2194.1333,48484240.0,58768.773,1,825,18,17,-1,1,2
30284,1.0913481,1518128.0,1971.5948,1711520.0,2222.7532,45341580.0,58885.168,1,770,18,17,-1,1,2
30211,1.0378234,2068080.1,2211.8503,2509152.0,2683.585,54421488.0,58204.801,1,935,18,17,-1,1,2
31442,1.0448555,1760672.0,1865.1187,2029776.1,2150.1865,57562880.0,60977.625,1,944,19,18,-1,1,2
28986,1.0585458,933232.0,2033.1852,1225552.0,2670.0479,25752908.0,56106.555,1,459,18,17,-1,1,2
30780,1.0453331,849920.0,1851.6776,1060160.0,2309.7168,27549436.0,60020.559,1,459,19,18,-1,1,2
33934,1.0792698,722608.0,2293.9937,966368.0,3067.835,18370510.0,58319.078,1,315,20,19,-1,1,2
34046,1.0226323,2350128.0,2248.9263,2641680.0,2527.9233,61436764.0,58791.16,1,1045,20,19,-1,1,2
34085,1.0872404,2204992.0,2204.9919,3586448.0,3586.448,58238380.0,58238.379,1,1000,20,19,-1,1,2
30626,1.0411785,2491472.0,2179.7656,3393520.0,2968.959,67905512.0,59409.895,1,1143,19,18,-1,1,2
31372,1.0233576,2911392.0,1924.2511,3727856.2,2463.8838,93096360.0,61530.973,1,1513,19,18,-1,1,2
28609,1.0926305,3174864.0,2192.5857,3956928.0,2732.6851,80533328.0,55616.937,1,1448,18,17,-1,1,2
30997,1.0292398,3070576.0,1843.0829,3526704.0,2116.8691,102111830.0,61291.617,1,1666,19,18,-1,1,2
31854,1.0312158,2544064.0,2141.468,3374304.0,2840.3232,73035832.0,61477.973,1,1188,19,18,-1,1,2
32185,1.0409983,2200272.0,2174.1819,2765616.0,2732.822,59423936.0,58719.305,1,1012,19,18,-1,1,2
29200,1.0725039,2044991.9,2145.8467,3020992.0,3169.9812,55161840.0,57882.309,1,953,18,17,-1,1,2
33028,1.0414101,1852112.0,2197.0486,2570976.0,3049.7937,43379268.0,51458.207,1,843,20,19,-1,1,2
28697,1.0371424,1449648.0,1846.6853,1646976.0,2098.0586,44724144.0,56973.434,1,785,18,17,-1,1,2
33391,1.0372647,1170032.0,2056.2952,1793872.0,3152.6748,35115084.0,61713.684,1,569,20,19,-1,1,2
32020,1.0834464,2016528.1,2142.9629,2605120.0,2768.459,52169972.0,55440.992,1,941,19,18,-1,1,2
28909,1.0236031,3310336.0,2247.3428,3930912.0,2668.6436,85829848.0,58268.734,1,1473,18,17,-1,1,2
29528,1.061597,1465280.0,2052.2129,1975440.0,2766.7227,40074564.0,56126.84,1,714,18,17,-1,1,2
29732,1.1692015,1630960.0,2003.6364,2515120.0,3089.8281,48220104.0,59238.457,1,814,18,17,-1,1,2
31931,1.0856005,901344.0,2125.8113,1183056.0,2790.2263,24229308.0,57144.594,1,424,19,18,-1,1,2
30632,1.0832316,1798592.1,2125.9954,2290064.0,2706.9314,46308260.0,54737.895,1,846,19,18,-1,1,2
33319,1.0401232,2783248.0,2201.9368,4100832.0,3244.3291,75615344.0,59822.266,1,1264,20,19,-1,1,2
30060,1.1033343,1468192.0,1844.4623,1695248.0,2129.7085,47284112.0,59402.148,1,796,18,17,-1,1,2
33876,1.0598568,1956624.1,2136.0525,2566128.0,2801.4497,53177408.0,58053.937,1,916,20,19,-1,1,2
30387,1.0452947,1842704.0,1943.7806,2687936.0,2835.3755,52970780.0,55876.352,1,948,19,18,-1,1,2
31234,1.0400945,1722464.0,1886.598,2290384.0,2508.6353,55356344.0,60631.266,1,913,19,18,-1,1,2
33757,1.1691097,1494304.0,2213.7837,2173664.0,3220.2429,38776556.0,57446.75,1,675,20,19,-1,1,2
29188,1.0471811,1397648.0,2028.5167,1957695.9,2841.3584,40057464.0,58138.555,1,689,18,17,-1,1,2
32297,1.0559099,1842944.0,2063.7671,2402944.0,2690.8667,52961396.0,59307.273,1,893,19,18,-1,1,2
31256,1.0429965,2831280.0,2101.9153,4118048.0,3057.1997,83428080.0,61936.215,1,1347,19,18,-1,1,2
29896,1.0728502,2572336.0,2187.3606,3266944.0,2778.0137,67664168.0,57537.559,1,1176,18,17,-1,1,2
28994,1.074633,1598720.1,2073.5669,2269504.0,2943.585,46131436.0,59833.25,1,771,18,17,-1,1,2
34331,1.0456392,890384.0,1809.7236,951920.0,1934.7968,29051270.0,59047.297,1,492,20,19,-1,1,2
32884,1.093467,1711056.0,1948.8109,1912992.0,2178.8064,51761604.0,58953.992,1,878,20,19,-1,1,2
30669,1.0233287,1250368.0,1932.5626,1985680.0,3069.0571,39260580.0,60680.957,1,647,19,18,-1,1,2
29708,1.0468545,2246304.0,2335.0354,2895056.0,3009.4138,55514292.0,57707.164,1,962,18,17,-1,1,2
30393,1.0544061,948432.0,1820.4069,1038496.0,1993.2744,30925496.0,59357.957,1,521,19,18,-1,1,2
32340,1.0577956,2599760.0,2192.0405,3117264.0,2628.3845,68201096.0,57505.141,1,1186,19,18,-1,1,2
32370,1.0157493,2186720.0,1998.83,2825504.0,2582.7275,66161584.0,60476.77,1,1094,19,18,-1,1,2
31190,1.1749913,827376.0,1688.5225,830384.0,1694.6613,14636320.0,29870.041,1,490,19,18,-1,1,2
28533,1.1063832,1201056.0,1900.405,1423280.0,2252.0254,38881096.0,61520.723,1,632,18,17,-1,1,2
29981,1.0369181,2469824.0,2056.4729,3306928.0,2753.4788,72581456.0,60434.187,1,1201,18,17,-1,1,2
33996,1.0359672,1275248.0,1917.6661,1626672.0,2446.1233,39054108.0,58727.984,1,665,20,19,-1,1,2
32974,1.050395,1342512.0,1854.2983,1706544.0,2357.105,44643900.0,61662.848,1,724,20,19,-1,1,2
29282,1.0553567,1628384.0,2079.6731,2327424.0,2972.4443,44535032.0,56877.434,1,783,18,17,-1,1,2
34305,1.0160421,3754064.0,1995.781,4930320.0,2621.1165,110923540.0,58970.516,1,1881,20,19,-1,1,2
30985,1.1085734,1266384.0,2128.3765,1662704.0,2794.4604,34797528.0,58483.242,1,595,19,18,-1,1,2
32576,1.0799608,1859184.0,2284.0098,2213104.0,2718.801,45125248.0,55436.422,1,814,20,19,-1,1,2
33073,1.0528383,2677824.0,1799.6129,2962320.0,1990.8064,87876600.0,59056.855,1,1488,20,19,-1,1,2
28555,1.0708025,2095152.0,1874.0179,2438176.0,2180.8372,68674864.0,61426.535,1,1118,18,17,-1,1,2
29621,1.0659778,1495104.0,1929.1665,2028432.0,2617.3315,45978728.0,59327.391,1,775,18,17,-1,1,2
30941,1.0434068,2463696.0,2042.8657,3117568.0,2585.0481,73849232.0,61234.852,1,1206,19,18,-1,1,2
33811,1.0351772,2169712.0,2044.9689,2726080.0,2569.3496,61746024.0,58196.062,1,1061,20,19,-1,1,2
32360,1.0756547,2169040.0,2120.2737,2697472.0,2636.825,56751160.0,55475.23,1,1023,19,18,-1,1,2
28487,1.0873269,1632256.0,2150.5349,2107552.0,2776.7483,42460140.0,55942.215,1,759,18,17,-1,1,2
33978,1.1391711,1476911.9,2065.6111,1779728.0,2489.1301,39746952.0,55590.141,1,715,20,19,-1,1,2
30564,1.0491737,2054336.0,2126.6418,2604768.0,2696.4473,56428024.0,58414.102,1,966,19,18,-1,1,2
34056,1.0306864,2651824.2,2073.3574,3329408.0,2603.1338,75796200.0,59262.078,1,1279,20,19,-1,1,2
29914,1.0846629,2530624.0,2351.8811,3624864.0,3368.8328,64087480.0,59560.855,1,1076,18,17,-1,1,2
32057,1.0655071,2618848.0,1873.2819,2927296.0,2093.917,82439760.0,58969.785,1,1398,19,18,-1,1,2
28549,1.0363201,1475648.0,1872.6498,1655808.1,2101.2793,46112572.0,58518.492,1,788,18,17,-1,1,2
30675,1.1038963,1462512.0,2000.7004,1721280.0,2354.6921,42857884.0,58629.117,1,731,19,18,-1,1,2
29327,1.0556309,1782304.0,2046.2732,2646848.0,3038.8611,52774088.0,60590.227,1,871,18,17,-1,1,2
31902,1.0828443,694272.0,1907.3407,997376.0,2740.0439,22691562.0,62339.457,1,364,19,18,-1,1,2
32718,1.098695,2261808.0,1849.3933,2574480.0,2105.0532,71215912.0,58230.512,1,1223,20,19,-1,1,2
29149,1.0239099,3376688.0,2254.1309,4003152.0,2672.3311,85686768.0,57200.781,1,1498,18,17,-1,1,2
30565,1.0277325,1821375.9,2137.7651,2555408.0,2999.3052,49645712.0,58269.613,1,852,19,18,-1,1,2
33676,1.0447292,3012336.2,2258.123,3996016.0,2995.5142,79266656.0,59420.281,1,1334,20,19,-1,1,2
31311,1.074967,1051456.0,1732.2174,1157456.0,1906.8468,37781280.0,62242.633,1,607,19,18,-1,1,2
33599,1.1326924,1209344.0,2077.9106,1912256.0,3285.6633,30979634.0,53229.613,1,582,20,19,-1,1,2
28436,1.0915818,998880.0,2190.5264,1114256.0,2443.5439,26469004.0,58046.062,1,456,18,17,-1,1,2
30423,1.0288445,1749776.1,2299.3115,2024208.0,2659.9316,47178492.0,61995.391,1,761,19,18,-1,1,2
33170,1.078422,2590864.0,2089.4065,3125968.0,2520.9419,68507672.0,55248.125,1,1240,20,19,-1,1,2
31874,1.0306924,4028608.0,2130.4114,5850720.0,3093.9819,109119380.0,57704.59,1,1891,19,18,-1,1,2
34333,1.0848322,1726032.0,2256.251,1960800.0,2563.1372,40719696.0,53228.359,1,765,20,19,-1,1,2
28471,1.0514886,1329504.0,1846.5333,1406032.0,1952.8223,41616484.0,57800.672,1,720,18,17,-1,1,2
32883,1.0636218,1258671.9,2170.124,1785824.0,3079.0068,34257248.0,59064.223,1,580,20,19,-1,1,2
34322,1.0579525,1856752.0,2020.4048,2314912.0,2518.9468,50754300.0,55227.746,1,919,20,19,-1,1,2
32643,1.0326642,2181200.0,1923.4568,2857888.0,2520.1833,67126232.0,59194.211,1,1134,20,19,-1,1,2
28905,1.057274,2774064.0,2088.9036,3513888.0,2646.0,80854824.0,60884.656,1,1328,18,17,-1,1,2
29610,1.0521936,1770688.0,1943.675,1974256.0,2167.1306,55849272.0,61305.457,1,911,18,17,-1,1,2
34087,1.0539418,2194000.0,1989.1206,2577744.0,2337.03,58866836.0,53369.75,1,1103,20,19,-1,1,2
31092,1.0502023,2125840.0,2125.8401,2775360.0,2775.3601,55251440.0,55251.441,1,1000,19,18,-1,1,2
31518,1.0621736,1270432.0,1876.5613,1877472.1,2773.2231,42177468.0,62300.543,1,677,19,18,-1,1,2
30354,1.0712816,1875919.9,2134.1523,2253424.0,2563.6223,46731444.0,53164.328,1,879,19,18,-1,1,2
33933,1.1236256,1728560.0,2320.2148,2270064.0,3047.0657,43069016.0,57810.762,1,745,20,19,-1,1,2
28690,1.0116983,1918704.1,2205.407,2758800.0,3171.0344,49738124.0,57170.258,1,870,18,17,-1,1,2
28745,1.0490186,1654560.0,2148.7793,2085648.0,2708.6338,42904588.0,55720.242,1,770,18,17,-1,1,2
29555,1.0333666,2542304.0,2053.5574,3650624.2,2948.8079,75324672.0,60843.836,1,1238,18,17,-1,1,2
32110,1.1082047,952816.0,2080.3843,1250672.0,2730.7249,27937000.0,60997.816,1,458,19,18,-1,1,2
32015,1.0744548,1464096.0,2079.6819,1722176.0,2446.2727,35661508.0,50655.551,1,704,19,18,-1,1,2
29815,1.0679322,2046832.1,2069.5977,2917872.0,2950.3257,58701164.0,59354.059,1,989,18,17,-1,1,2
30568,1.0492105,2290096.0,2091.4119,2700064.0,2465.8118,62953376.0,57491.668,1,1095,19,18,-1,1,2
32660,1.1080867,2457920.0,2137.3218,3458112.0,3007.054,64834276.0,56377.633,1,1150,20,19,-1,1,2
28782,1.0790682,1885408.0,2152.2922,2979376.0,3401.1143,44985556.0,51353.375,1,876,18,17,-1,1,2
32673,1.0157246,2159392.0,2110.8425,3011920.0,2944.2034,60632256.0,59269.066,1,1023,20,19,-1,1,2
32595,1.0858186,863136.0,1884.5764,1011632.0,2208.8035,28340390.0,61878.582,1,458,20,19,-1,1,2
29287,1.0505023,2048992.1,2132.1458,2486688.0,2587.6045,55874032.0,58141.551,1,961,18,17,-1,1,2
28926,1.0396903,2498528.0,1964.2516,3414752.0,2684.5535,66275892.0,52103.687,1,1272,18,17,-1,1,2
29545,1.0590764,620096.0,1771.7029,732560.0,2093.0286,21075262.0,60215.035,1,350,18,17,-1,1,2
33443,1.0236484,2856080.2,2171.9241,3838240.0,2918.8137,80002680.0,60838.539,1,1315,20,19,-1,1,2
28532,1.0327251,3122128.0,1926.0505,3436159.8,2119.7778,90768144.0,55995.152,1,1621,18,17,-1,1,2
31775,1.1087353,2584928.0,2118.7935,3260080.0,2672.1968,68608200.0,56236.23,1,1220,19,18,-1,1,2
31079,1.0470077,2639232.0,2177.5842,3342816.2,2758.0991,74797832.0,61714.383,1,1212,19,18,-1,1,2
32535,1.0803592,1474800.0,1900.5155,1955872.0,2520.4536,46094676.0,59400.355,1,776,20,19,-1,1,2
33852,1.0241333,4034560.0,1999.2864,4920080.0,2438.0972,116535880.0,57748.207,1,2018,20,19,-1,1,2
32441,1.0261633,2785616.0,2078.8179,3586192.0,2676.2627,77992384.0,58203.273,1,1340,20,19,-1,1,2
30450,1.0745289,1359536.0,1956.1669,1673040.0,2407.2517,42698288.0,61436.383,1,695,19,18,-1,1,2
28498,1.0559313,2188144.0,1840.323,2242288.0,1885.8604,72749112.0,61185.125,1,1189,18,17,-1,1,2
32516,1.0910356,1071088.0,1947.4327,1280944.0,2328.989,31692782.0,57623.238,1,550,20,19,-1,1,2
30277,1.0389897,2891712.0,1940.7463,3298816.0,2213.9705,83743928.0,56203.977,1,1490,18,17,-1,1,2
31015,1.1003357,1696000.0,2601.2271,2048304.0,3141.5706,37450684.0,57439.699,1,652,19,18,-1,1,2
32949,1.0454886,2777824.0,2051.5686,3779664.0,2791.48,76253400.0,56317.133,1,1354,20,19,-1,1,2
33727,1.0968344,1095376.0,1901.6945,1378288.0,2392.8611,35669488.0,61926.191,1,576,20,19,-1,1,2
30101,1.169829,991696.0,1822.9706,1044464.0,1919.9706,30250910.0,55608.289,1,544,18,17,-1,1,2
33331,1.0965193,1616784.0,1833.0884,1818064.0,2061.2971,54284420.0,61546.961,1,882,20,19,-1,1,2
28364,1.0504911,2632272.0,2013.9801,3628128.0,2775.9204,72566408.0,55521.355,1,1307,18,17,-1,1,2
31151,1.0738676,1803712.0,1997.4662,2445136.0,2707.7917,51335864.0,56850.348,1,903,19,18,-1,1,2
34104,1.0941683,2132048.0,2044.1495,2535888.0,2431.3403,63218232.0,60611.918,1,1043,20,19,-1,1,2
31255,1.0290829,2497312.0,1999.4492,3227520.0,2584.0833,72237400.0,57836.191,1,1249,19,18,-1,1,2
28859,1.0570987,1667792.0,1964.4193,2190992.0,2580.6738,48908084.0,57606.695,1,849,18,17,-1,1,2
32392,1.0984073,716240.0,1836.5128,821664.0,2106.8308,22248338.0,57047.02,1,390,20,19,-1,1,2
32527,1.1012746,2631360.0,2185.5149,3399184.0,2823.2424,64977156.0,53967.738,1,1204,20,19,-1,1,2
29421,1.0278286,1390128.0,1853.504,1792896.0,2390.5281,46953772.0,62605.031,1,750,18,17,-1,1,2
33231,1.0599877,2092687.9,2098.9849,3090752.0,3100.0522,60287632.0,60469.039,1,997,20,19,-1,1,2
32679,1.0355613,1961968.0,1890.1426,2338112.0,2252.5164,62486428.0,60198.871,1,1038,20,19,-1,1,2
31980,1.0469498,1860880.1,2247.4397,2278192.0,2751.4397,48120884.0,58117.008,1,828,19,18,-1,1,2
30740,1.1311214,2487104.0,2157.072,2913024.0,2526.4736,66963336.0,58077.48,1,1153,19,18,-1,1,2
29106,1.1398416,888944.06,2081.8362,1350800.0,3163.4661,22241088.0,52086.855,1,427,18,17,-1,1,2
28672,1.0368755,3259984.0,1960.3031,4496960.0,2704.125,100625870.0,60508.641,1,1663,18,17,-1,1,2
29916,1.0559892,1874880.0,2135.3987,2581600.0,2940.3188,50790716.0,57848.195,1,878,18,17,-1,1,2
29785,1.0224486,4312576.0,2605.7861,6793568.0,4104.875,98874848.0,59743.109,1,1655,18,17,-1,1,2
33303,1.0310618,1998864.0,2175.0425,3023376.0,3289.8542,55854796.0,60777.797,1,919,20,19,-1,1,2
28818,1.0786267,1655024.0,1822.7136,1806608.0,1989.6564,51831164.0,57082.781,1,908,18,17,-1,1,2
28855,1.0628526,1020016.0,1881.9484,1518704.0,2802.0369,32225008.0,59455.734,1,542,18,17,-1,1,2
29324,1.0464784,2586512.0,2150.0515,3401984.2,2827.917,67744968.0,56313.359,1,1203,18,17,-1,1,2
31146,1.0866593,1762415.9,2138.8542,2420944.0,2938.0388,50233616.0,60963.125,1,824,19,18,-1,1,2
30584,1.055472,2045040.0,2145.8972,2646336.0,2776.8479,54943632.0,57653.34,1,953,19,18,-1,1,2
32130,1.042486,3200480.0,2046.3427,3638416.2,2326.353,94869424.0,60658.199,1,1564,19,18,-1,1,2
30826,1.0707848,1387328.0,2429.6462,1853392.0,3245.8704,35596920.0,62341.367,1,571,19,18,-1,1,2
30416,1.1052529,2121600.0,2189.4736,2751728.0,2839.7605,52724500.0,54411.25,1,969,19,18,-1,1,2
31390,1.0450778,1414608.0,2172.9771,2468080.0,3791.2136,38469100.0,59092.32,1,651,19,18,-1,1,2
31281,1.0153045,2779328.0,1996.6437,3574448.0,2567.8506,81198752.0,58332.437,1,1392,19,18,-1,1,2
28603,1.0622984,2064512.0,2044.0713,2797024.0,2769.3308,58321500.0,57744.059,1,1010,18,17,-1,1,2
29701,1.0241932,2449264.0,2234.73,2932848.0,2675.9563,65706280.0,59950.984,1,1096,18,17,-1,1,2
29107,1.0623645,2111888.0,2013.2393,3241200.0,3089.7998,62155624.0,59252.262,1,1049,18,17,-1,1,2
14260,1.1304677,1745872.0,2098.4038,2653552.0,3189.3655,46923016.0,56397.855,1,832,10,9,-1,1,3
14182,1.0346373,3192864.0,2125.7417,4006256.0,2667.281,80509560.0,53601.57,1,1502,10,9,-1,1,3
17692,1.0912189,838160.06,2296.3289,1049024.0,2874.0383,19394112.0,53134.551,1,365,12,11,-1,1,3
15896,1.0542107,1045264.0,2177.6333,1508032.0,3141.7334,26320160.0,54833.668,1,480,11,10,-1,1,3
18156,1.1011671,1981808.0,2224.2515,2371360.0,2661.459,44386556.0,49816.562,1,891,12,11,-1,1,3
17384,1.0797,1222464.0,1830.0359,1339872.0,2005.7964,40755708.0,61011.539,1,668,12,11,-1,1,3
15618,1.0729904,580848.0,1798.291,613440.0,1899.1951,18190948.0,56318.723,1,323,11,10,-1,1,3
17968,1.1401354,1206624.0,1915.2762,1646416.0,2613.3586,34459952.0,54698.336,1,630,12,11,-1,1,3
14478,1.0450794,3044080.0,2217.1013,3816400.0,2779.6067,74749256.0,54442.281,1,1373,10,9,-1,1,3
15864,1.0335303,3045920.0,2055.2766,3943231.8,2660.7502,80577712.0,54370.926,1,1482,11,10,-1,1,3
15973,1.0421226,1634544.0,2022.9504,2753536.0,3407.8416,46213060.0,57194.379,1,808,11,10,-1,1,3
16195,1.0421781,1488336.0,1812.8331,1759664.0,2143.3179,48625512.0,59227.176,1,821,11,10,-1,1,3
14142,1.0619502,1411072.1,2078.1621,2042512.1,3008.1179,39335964.0,57932.199,1,679,10,9,-1,1,3
14658,1.0984922,1699776.0,1999.7365,2159792.0,2540.9319,45585544.0,53630.051,1,850,10,9,-1,1,3
15526,1.0480625,1298208.0,2364.6775,1859904.0,3387.8032,29414416.0,53578.172,1,549,11,10,-1,1,3
14316,1.1175326,1178848.0,2071.7891,1715552.0,3015.0298,31423128.0,55225.18,1,569,10,9,-1,1,3
18764,1.0639312,1947376.1,2197.9414,2523488.0,2848.1807,46742628.0,52756.918,1,886,12,11,-1,1,3
16743,1.0249203,1956608.1,2101.6199,2639856.0,2835.5059,51881692.0,55726.844,1,931,11,10,-1,1,3
16136,1.1546525,1202720.0,1906.0538,1849664.0,2931.3218,36732468.0,58213.102,1,631,11,10,-1,1,3
18374,1.0431173,1901712.0,2110.6682,2465808.0,2736.7458,53030912.0,58857.836,1,901,12,11,-1,1,3
15832,1.0627068,2709712.0,2103.8137,3484512.0,2705.3665,69712936.0,54124.953,1,1288,11,10,-1,1,3
14430,1.0259202,1530304.0,1966.9717,1941711.9,2495.7737,44660252.0,57403.922,1,778,10,9,-1,1,3
17424,1.0632717,1499152.0,2135.5442,2166720.0,3086.4956,38926952.0,55451.5,1,702,12,11,-1,1,3
16155,1.0579704,699488.0,1693.6755,725536.0,1756.7457,25423316.0,61557.664,1,413,11,10,-1,1,3
14925,1.0315156,2132464.0,1912.5238,2613344.2,2343.8064,63800132.0,57219.848,1,1115,10,9,-1,1,3
18607,1.051475,1967584.0,2195.9644,2336224.0,2607.3928,43332664.0,48362.348,1,896,12,11,-1,1,3
16534,1.064289,1720144.0,2028.4717,2241200.0,2642.9246,47003312.0,55428.434,1,848,11,10,-1,1,3
13877,1.0655913,1561696.0,1930.403,1853056.0,2290.5513,41549600.0,51359.207,1,809,10,9,-1,1,3
17229,1.0517015,1947200.0,2028.3334,2473680.0,2576.75,54396576.0,56663.102,1,960,12,11,-1,1,3
15947,1.0954165,1717024.0,2041.6456,2210560.0,2628.49,43962044.0,52273.535,1,841,11,10,-1,1,3
14604,1.0665198,1067440.0,2044.9042,1579168.0,3025.2261,30902142.0,59199.504,1,522,10,9,-1,1,3
13821,1.0460941,2037568.0,2200.3975,2471312.0,2668.8035,51826008.0,55967.609,1,926,10,9,-1,1,3
13880,1.096938,886832.0,1836.0911,1036112.0,2145.1594,28946118.0,59929.852,1,483,10,9,-1,1,3
13706,1.0196677,1954016.0,1902.6447,2158640.0,2101.8889,59798320.0,58226.211,1,1027,10,9,-1,1,3
13840,1.0284874,1565648.0,1966.8945,2433936.0,3057.7085,45095752.0,56652.953,1,796,10,9,-1,1,3
15118,1.0319856,2055280.0,1970.5465,2867024.0,2748.8245,61158844.0,58637.434,1,1043,10,9,-1,1,3
13926,1.0441288,3661535.8,2146.2695,5469632.0,3206.115,99466688.0,58304.039,1,1706,10,9,-1,1,3
16778,1.0566245,1768640.1,2221.9097,2890528.0,3631.3167,45263904.0,56864.203,1,796,11,10,-1,1,3
17181,1.0655569,698704.0,1888.3892,883360.0,2387.4595,19791024.0,53489.254,1,370,11,10,-1,1,3
17123,1.0314565,1830336.0,1912.5768,2185744.0,2283.9541,55757580.0,58262.883,1,957,11,10,-1,1,3
14425,1.0554184,2084288.1,2118.179,2985904.0,3034.4553,56219508.0,57133.645,1,984,10,9,-1,1,3
